username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
haleykhorton,"I rarely follow back bec of trolls/bots. Obviously views my own, usually RT to read later. She/Her Board member @Radianthealthoc",OC,2336,944,16970,2008-10-13 04:28:01,2020-07-10 16:53:43,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
badkitty251,"Married, proud mother and grandmother and proud doggie lover. VoteBlue #VoteForJoeBiden. #VoteBlueToSaveAmerica",USA,1875,228,36854,2010-04-18 21:47:57,2020-07-10 16:53:05,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
tmj_VAC_sales,"Follow this account for geo-targeted Sales job tweets in Charlottesville, VA. Need help? Tweet us at @CareerArc!","Charlottesville, VA",251,323,635,2010-11-28 06:15:17,2020-07-10 16:52:58,0,"Want to land a job like ""FT - Sales Associate - Paint"" at Lowe's? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Sales #Charlottesville, VA","[{'text': 'Sales', 'indices': [196, 202]}, {'text': 'Charlottesville', 'indices': [203, 219]}]"
osmfarm,Growing food & soil on a 1/4 acre market garden on a community farm. She/her. Cis/Het/Settler. Subvert the dominant paradigm. Expand the demos. Decolonize.,Point Elliot Treaty,2495,371,13177,2013-08-09 05:03:10,2020-07-10 16:49:06,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
John_Friedman,Financial planner/coach/educator/etc. I help people be smart and act smart in their financial lives. *Not* a glorified stockbroker. RTs are always ambiguous.,,1796,1072,92906,2009-06-20 02:45:30,2020-07-10 16:40:20,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
Zylie,"Background in Russian/Soviet IR & unintentional slapstick. A closeted melancholic, according to my parents.
I collect dogs & cats just to give them cute names.","Arizona, USA",7723,7057,29724,2007-01-31 08:10:57,2020-07-10 16:34:05,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
Capitalics,economy/data/politics/music/etc. (avi & background art from @woodring_jim),United States,1329,621,86666,2016-01-14 04:16:18,2020-07-10 16:33:51,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
Joseph4Meg,#IMPOTUS #TheResistance #FBR #VoteBlueNoMatterWho #LGBTQ #istandwithpp #reunitethefamilies #JusticeForKhashoggi ✍️ #PaperBallots,,4389,2414,72642,2015-06-27 16:26:53,2020-07-10 16:33:38,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
sar_oso,IF YOU'RE  HERE TO MAKE EXCUSES FOR COPS JUST MOVE ON ALONG! Fuck your kkkristian religion.  SCIENCE! #Medicare4All No MAGAts! This Angry Mexican Hates tRump!,"Sacramento, CA",14148,13202,573223,2015-06-23 02:55:54,2020-07-10 16:28:44,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
eturleye,"I care about

🇺🇸 National Security
🏥 Affordable health care
👩 Reproductive rights
💵 Fair wages
⚖️ Civil rights 

AZLD28

personal, non-affiliated account","Arizona, USA",2950,1965,58906,2013-09-08 16:19:49,2020-07-10 16:27:49,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
theshrk22,"Hey, John Bolton, The world will not be destroyed by those who do evil, but by those who watch them without doing anything. Albert Einstein",PA,4902,3250,108620,2011-04-25 20:45:27,2020-07-10 16:27:07,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
ShademLandry,"#RESISTANCE 1st Amend rights, loves environment, science, truth in many religions, animals. Civil discourse #postcardstovoters","Massachusetts, USA",1287,337,60807,2015-02-23 03:05:54,2020-07-10 16:26:13,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
pjniska,27+ yrs in finance / control risk. I thrive in water. Advocate for disabled pets & starving children. Hockey girl. Iron Ranger.,"Minneapolis, MN",4849,2144,46566,2013-06-14 13:42:29,2020-07-10 16:24:31,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
savascha,"🇺🇸expat, living in 🇨🇭She/Her. Queer 🏳️‍🌈 Black. Lives. Matter. Writer, social media irritant, world’s okayest mom.",Switzerland,3907,839,26576,2008-11-18 20:38:17,2020-07-10 16:18:53,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
SmallFarmDairy,"Farmer/Cheesemaker Love Nature, animals, and all the people who love good food.","Minnesota, USA",1419,939,46967,2014-10-06 18:13:50,2020-07-10 16:16:56,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
Mackerelcat,"Filmmaking, music production, and much more  Tweet frequency and repeating content protected by 1st Amendment, this is not posted by bot software",,34,116,18631,2010-04-03 17:14:45,2020-07-10 16:16:51,0,"The @bostonpolice does not understand what #alllivesmatter really means.  Blacks cannot be put above any other #race, neither can whites, hispanics, etc.  This statement was made 3 years ago ofter #Charlottesville #BostonPolice #Boston #BostonPD @CityOfBoston https://t.co/A2cCbPzouP","[{'text': 'alllivesmatter', 'indices': [43, 58]}, {'text': 'race', 'indices': [111, 116]}, {'text': 'Charlottesville', 'indices': [197, 213]}, {'text': 'BostonPolice', 'indices': [214, 227]}, {'text': 'Boston', 'indices': [228, 235]}, {'text': 'BostonPD', 'indices': [236, 245]}]"
techy_tellechea,sitting by the side of the road watching this madness go by.,,496,263,65349,2016-07-30 23:46:21,2020-07-10 16:08:07,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
JoMajority,The very thing that makes you will be the thing that breaks you.,,492,2119,382224,2015-12-29 20:43:10,2020-07-10 16:08:05,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
dark_poplar,"Conservative enviro-skeptic, finance + international business vet, speaks 🇬🇧🇧🇷🇩🇰🇫🇷🇪🇸",Texas,1321,660,16852,2008-09-22 14:56:41,2020-07-10 15:56:02,0,"@ScottMGreer Like that story how a liberal got banned from Twitter for repeating the #Charlottesville #FinePeople hoax? Oh, wait...","[{'text': 'Charlottesville', 'indices': [85, 101]}, {'text': 'FinePeople', 'indices': [102, 113]}]"
Waiting42020,"Speak the TRUTH, even if your Voice Shakes
We never had Fake News until we had a #FakePOTUS
#GetHisAssOutOfOurWhiteHouse #TrumpCrimeFamilyForPrison #BLM #Resist",The UpSideDown,8943,8240,77145,2009-03-05 14:35:27,2020-07-10 15:55:54,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
kelseasgr8,Nancy Pelosi is the badass trump pretends to be #ImpeachTrump #VoteBlueForAmerica Still believe in Kamala,Blue America,3318,1460,146897,2016-11-03 20:37:27,2020-07-10 15:55:07,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
klarajk,...in a New York state of mind 🎶,,1698,1487,147028,2011-11-15 11:14:17,2020-07-10 15:53:58,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
juliawb,"Avi:                             Photographer: Regina H. Boone, Richmond Free Press.                              Light artist: Dustin Klein, Videometry",,6188,7608,393763,2008-11-12 19:15:27,2020-07-10 15:52:16,1,"Samuel A. Caskey, 33, of #Virginia Beach, Virginia, who marched at the deadly 2017 “Unite the Right” rally, was arrested Friday, July 3
#charlottesville
https://t.co/zvqLB1bFyn","[{'text': 'Virginia', 'indices': [43, 52]}]"
geoffwisner,"Editor of Thoreau's Wildflowers (2016) and Thoreau's Animals (2017). Also at @ThoreausFlowers, @AfricanLives, @StrongsCivilWar, and @StrongsNewYork.","Brooklyn, NY",3692,870,65405,2009-05-30 13:48:45,2020-07-10 15:49:57,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
Tomtmjoe,Betocrat.  #Biden2020 ....,"Texas, USA",1315,1643,71317,2019-02-13 17:14:15,2020-07-10 15:49:07,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
BBarrouquere,"Saints fan. Called ""Strangely Kind"" Reporter, editor, photographer, good teammate Investigative Reporter, @hatewatch Tips: brett.barrouquere@splcenter.org","Montgomery, AL",4103,1027,7493,2014-12-23 23:44:14,2020-07-10 15:45:48,1,"Samuel A. Caskey, 33, of #Virginia Beach, Virginia, who marched at the deadly 2017 “Unite the Right” rally, was arrested Friday, July 3
#charlottesville
https://t.co/zvqLB1bFyn","[{'text': 'Virginia', 'indices': [25, 34]}, {'text': 'charlottesville', 'indices': [136, 152]}]"
k8tidid,"Let's fix this mess, America is worth it! #PBO #WomensWave #NotMyPresident #Indivisible United we stand, divided we fall 🇺🇸~ No lists, or 🚫",Planet Earth,2889,1408,126874,2011-01-28 15:35:48,2020-07-10 15:42:50,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
theallunmighty,I don’t expect follow-backs and neither should you.,,510,239,13131,2009-08-10 22:09:46,2020-07-10 15:37:02,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
singeroftales,"Former bookstore owner, ED local Peace Center, editor news mag, teacher, writer. Hungry for real news through the voices of people who care.",USA,2439,1137,45387,2011-02-07 16:21:47,2020-07-10 15:36:11,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
FulCommunistKid,"Putting ""Community Organizer"" in my bio solely for the progressive street cred",,526,233,8062,2012-07-27 21:18:05,2020-07-10 15:22:03,4,"Yet an unhoused man of color requiring community and medical support was placed in a chokehold on the downtown mall by a #Charlottesville police officer two days ago. 

Their racist system is beyond repair. We need to invest in services that work. #defundcpd https://t.co/oPtptNss62",[]
common_sensedoc,"Father, husband, mentor, Primary Care/Academic Acute Care General Surgeon and aspiring patient-centric Valuist.","Charlottesville, VA",569,723,10161,2016-04-17 17:13:42,2020-07-10 15:21:18,4,"Yet an unhoused man of color requiring community and medical support was placed in a chokehold on the downtown mall by a #Charlottesville police officer two days ago. 

Their racist system is beyond repair. We need to invest in services that work. #defundcpd https://t.co/oPtptNss62",[]
BlueBlackMan,#Vote2020 #NEVERtrump,,21,16,265,2013-04-27 04:38:04,2020-07-10 15:18:49,0,@realDonaldTrump is going to get Destroyed by #VoteBiden2020 in the debates...#LiarInChief 🤥 has a record this time!!! #coronavirus #Helsinki #Charlottesville #GeorgeFloyd #systemicracism #RussianBounty #impeachment too many issues to mention!!! @CNN @GOP @MSNBC @gtconway3d,"[{'text': 'VoteBiden2020', 'indices': [46, 60]}, {'text': 'LiarInChief', 'indices': [78, 90]}, {'text': 'coronavirus', 'indices': [119, 131]}, {'text': 'Helsinki', 'indices': [132, 141]}, {'text': 'Charlottesville', 'indices': [142, 158]}, {'text': 'GeorgeFloyd', 'indices': [159, 171]}, {'text': 'systemicracism', 'indices': [172, 187]}, {'text': 'RussianBounty', 'indices': [188, 202]}, {'text': 'impeachment', 'indices': [203, 215]}]"
fleming_ii,Tired.,,312,464,689,2020-02-06 04:28:20,2020-07-10 15:07:16,4,"Yet an unhoused man of color requiring community and medical support was placed in a chokehold on the downtown mall by a #Charlottesville police officer two days ago. 

Their racist system is beyond repair. We need to invest in services that work. #defundcpd https://t.co/oPtptNss62","[{'text': 'Charlottesville', 'indices': [121, 137]}, {'text': 'defundcpd', 'indices': [248, 258]}]"
brielleentz,News Reporter at @cville_weekly | @EmmaLBowenFdn alumna | UVA Class of 2019 | Views are my own | Have a story idea? DM or email me at reporter@c-ville.com,"Charlottesville, VA",281,684,1838,2018-07-01 22:45:52,2020-07-10 15:01:10,2,"The #AtlanticCoastPipeline project might be done, but the city of #Charlottesville has its own gas utility. As legislation paves the way for more renewable energy on the grid, Charlottesville gas is looking into ways to offset its carbon. https://t.co/ZJCHckIa3m","[{'text': 'AtlanticCoastPipeline', 'indices': [24, 46]}, {'text': 'Charlottesville', 'indices': [86, 102]}]"
blogdiva,"free-range professor & hacker. proud afroboricua. antifa, socialista & #PRExit'ista. shmears arts, history, philosophy, politics & tech with baby hippos 🦛",in the recesses of your brain,4677,30060,607541,2007-03-08 02:59:34,2020-07-10 14:51:22,8,"🗣 REVIEW
🗣 YOUR
🗣 DAMN 
🗣 #SKOKIE 
🗣 HISTORY!!!
stop being so obtuse &amp; myopic about #Skokie. YOU AIDED &amp; ABETTED MURDER IN #Charlottesville https://t.co/IF6FeEuAqH","[{'text': 'SKOKIE', 'indices': [40, 47]}, {'text': 'Skokie', 'indices': [102, 109]}]"
blogdiva,"free-range professor & hacker. proud afroboricua. antifa, socialista & #PRExit'ista. shmears arts, history, philosophy, politics & tech with baby hippos 🦛",in the recesses of your brain,4677,30060,607541,2007-03-08 02:59:34,2020-07-10 14:49:09,2,"🗣 I 
🗣 CAN
🗣 NOT
🗣 REPEAT
🗣 THIS
🗣 ENOUGH!!! 
#Skokie 
#Charlottesville 
#BlackLivesMatter 
#HeatherHeyer https://t.co/AC1EW3pmGZ","[{'text': 'Skokie', 'indices': [60, 67]}, {'text': 'Charlottesville', 'indices': [69, 85]}, {'text': 'BlackLivesMatter', 'indices': [87, 104]}, {'text': 'HeatherHeyer', 'indices': [106, 119]}]"
RFDouglass1818,Freedom is not free. Views are my own. Retweets are not an endorsement.,"Arlington National Cemetary, ",45,7,319,2020-06-25 03:06:53,2020-07-10 14:10:04,0,"Shame on @ShannonSharpe for spreading propaganda on nat’l TV. In #Charlottesville, all the ppl protesting removal of statutes were NOT “#WhiteSupremacist”. But Sharpe characterizes them that way for propaganda &amp; to attack @realDonaldTrump. Were all #BLM protesters rioters?  Liars","[{'text': 'Charlottesville', 'indices': [65, 81]}, {'text': 'WhiteSupremacist', 'indices': [136, 153]}, {'text': 'BLM', 'indices': [253, 257]}]"
REIIITweets,A large and productive real estate firm in the greater Charlottesville Area. We are a  locally owned real estate firm in business since 1972.,"Charlottesville, VA, US, 22901",435,382,9729,2009-08-13 10:31:21,2020-07-10 13:55:36,0,See a virtual tour of our listing on 1859 River Inn Ln #Charlottesville #VA  #realestate https://t.co/KItfUJpWPm https://t.co/2cYA1WuS4U,"[{'text': 'Charlottesville', 'indices': [55, 71]}, {'text': 'VA', 'indices': [72, 75]}, {'text': 'realestate', 'indices': [77, 88]}]"
Bobby__Bill,"👨‍👩‍👧‍👦, INTJ. Honstly interested in interfaith dialog & across-aisle politics; always up for a respectful & engaging convo 😃. 🏃🏼‍♂️, 📽, 📚","Charlottesville, VA",140,149,107167,2017-09-22 13:30:55,2020-07-10 13:47:57,2,"The #AtlanticCoastPipeline project might be done, but the city of #Charlottesville has its own gas utility. As legislation paves the way for more renewable energy on the grid, Charlottesville gas is looking into ways to offset its carbon. https://t.co/ZJCHckIa3m","[{'text': 'AtlanticCoastPipeline', 'indices': [24, 46]}, {'text': 'Charlottesville', 'indices': [86, 102]}]"
WXReese,"Weekday morning meteorologist for CBS19 in Charlottesville, VA! I'm also a big fan of Florida State, the Pittsburgh Steelers and weather of all types!","Charlottesville, VA",1818,2285,36975,2012-11-19 12:31:44,2020-07-10 13:47:37,0,"Posting this for no reason in particular. 

(Though, if you have followed me long enough, you know there's a reason. 😉)

#vawx #Charlottesville https://t.co/V7tlL0LIgp","[{'text': 'vawx', 'indices': [121, 126]}, {'text': 'Charlottesville', 'indices': [127, 143]}]"
fleming_ii,Tired.,,312,464,689,2020-02-06 04:28:20,2020-07-10 13:42:03,1,Time to SHOW UP! #Charlottesville https://t.co/NgBJG2anjz,"[{'text': 'Charlottesville', 'indices': [17, 33]}]"
charlottewords,"I'm Charlotte in Charlottesville. I cover climate, land use & government for @cvilletomorrow. Keeping my 646 area code until death do us part though.","Charlottesville, VA",263,514,1635,2011-09-17 01:17:51,2020-07-10 13:15:33,2,"The #AtlanticCoastPipeline project might be done, but the city of #Charlottesville has its own gas utility. As legislation paves the way for more renewable energy on the grid, Charlottesville gas is looking into ways to offset its carbon. https://t.co/ZJCHckIa3m","[{'text': 'AtlanticCoastPipeline', 'indices': [4, 26]}, {'text': 'Charlottesville', 'indices': [66, 82]}]"
WXReese,"Weekday morning meteorologist for CBS19 in Charlottesville, VA! I'm also a big fan of Florida State, the Pittsburgh Steelers and weather of all types!","Charlottesville, VA",1818,2285,36975,2012-11-19 12:31:44,2020-07-10 13:13:46,0,"This graphic was made by @hannahschollwx earlier this week (give her a follow, btw!) and shows we are now up to a tie for 3rd longest 90° streak at CHO. The record is 21 that we had back in late July/early August 2016. #vawx #Charlottesville https://t.co/yampaR64SP https://t.co/M4VN9LxV9M","[{'text': 'vawx', 'indices': [219, 224]}, {'text': 'Charlottesville', 'indices': [225, 241]}]"
WXReese,"Weekday morning meteorologist for CBS19 in Charlottesville, VA! I'm also a big fan of Florida State, the Pittsburgh Steelers and weather of all types!","Charlottesville, VA",1818,2285,36975,2012-11-19 12:31:44,2020-07-10 13:08:35,0,"This is raw model data, but still. The signal for big heat is there later next week and next weekend. 

The GFS has a weak trough over us Tuesday, giving us a bit of rain, which is why you see 89. Otherwise, the heat is on the next several days. #vawx #Charlottesville https://t.co/BLl77gybQ5","[{'text': 'vawx', 'indices': [246, 251]}, {'text': 'Charlottesville', 'indices': [252, 268]}]"
WXReese,"Weekday morning meteorologist for CBS19 in Charlottesville, VA! I'm also a big fan of Florida State, the Pittsburgh Steelers and weather of all types!","Charlottesville, VA",1818,2285,36975,2012-11-19 12:31:44,2020-07-10 13:00:57,0,"Numerous Heat Advisories are in effect across the Southern Plains, parts of the Deep South, South Florida, California, Nevada, Utah, around Lake Ontario in New York and Vermont. Expect these to see a bigger swath of this next week. #vawx #Charlottesville https://t.co/Mvi1RDR3LN","[{'text': 'vawx', 'indices': [232, 237]}, {'text': 'Charlottesville', 'indices': [238, 254]}]"
MarkWatlock,"Helping others learn thier software to save time and money. Loves pesto, beer, golf, the Red Sox, and my wife Lauralee!","Charlottesville, VA",264,167,3482,2011-08-03 17:31:33,2020-07-10 13:00:10,0,"Drive up and drop off your hazardous waste, it’s a piece of cake! #charlottesville #albemarle  https://t.co/Oxp2W5H0LD","[{'text': 'charlottesville', 'indices': [66, 82]}, {'text': 'albemarle', 'indices': [83, 93]}]"
WXReese,"Weekday morning meteorologist for CBS19 in Charlottesville, VA! I'm also a big fan of Florida State, the Pittsburgh Steelers and weather of all types!","Charlottesville, VA",1818,2285,36975,2012-11-19 12:31:44,2020-07-10 12:30:23,0,Had to have some help from @bosykes this morning to show off today’s 3° guarantee jackpot. Today’s forecast high is 96°. #vawx #Charlottesville https://t.co/xSY3xiPcGw,"[{'text': 'vawx', 'indices': [121, 126]}, {'text': 'Charlottesville', 'indices': [127, 143]}]"
WXReese,"Weekday morning meteorologist for CBS19 in Charlottesville, VA! I'm also a big fan of Florida State, the Pittsburgh Steelers and weather of all types!","Charlottesville, VA",1818,2285,36975,2012-11-19 12:31:44,2020-07-10 11:07:20,0,"Friday will be very similar to the rest of the work week: mostly sunny, hot, only an isolated shower or storm in the afternoon. #vawx #Charlottesville https://t.co/IuJcqMs4hR","[{'text': 'vawx', 'indices': [128, 133]}, {'text': 'Charlottesville', 'indices': [134, 150]}]"
WXReese,"Weekday morning meteorologist for CBS19 in Charlottesville, VA! I'm also a big fan of Florida State, the Pittsburgh Steelers and weather of all types!","Charlottesville, VA",1818,2285,36975,2012-11-19 12:31:44,2020-07-10 10:21:56,0,"Your running/walking/cycling forecast today is good to go through late morning. However, temperatures flirting with the 90s by lunchtime puts us in the ""fair"" category much of the afternoon. An isolated shower/storm is possible after 4 PM. #vawx #Charlottesville https://t.co/Vh5jgN0KtE","[{'text': 'vawx', 'indices': [240, 245]}, {'text': 'Charlottesville', 'indices': [246, 262]}]"
WXReese,"Weekday morning meteorologist for CBS19 in Charlottesville, VA! I'm also a big fan of Florida State, the Pittsburgh Steelers and weather of all types!","Charlottesville, VA",1818,2285,36975,2012-11-19 12:31:44,2020-07-10 07:12:06,0,"@HvyDuty4 @TravisKoshko @CBS19Weather https://t.co/A9sIAd6oAw

We're now up to 14 straight days of 90° heat. If we can get past Monday/Tuesday of next week, then the record will be ours. And it could be by a good margin too. #vawx #Charlottesville","[{'text': 'vawx', 'indices': [225, 230]}, {'text': 'Charlottesville', 'indices': [231, 247]}]"
Pipes2494,"#GodsWarrior #Truth #Justice #POTUS #MAGA #KAG #AmericaFirst #TYUSMilitary #WWG1WGA #DarkToLight #TheGreatAwakening #GodWins I follow, twitter unfollows! #FIGHT",,3246,3961,91402,2013-01-20 06:58:38,2020-07-10 03:45:15,1,@qanonmedia @CassandraRules @Pipes2494 Wonder where he was during #Charlottesville  🤔,"[{'text': 'Charlottesville', 'indices': [82, 98]}]"
UVaNICU,"University of Virginia Children's Hospital Neonatal Intensive Care Unit, the top ranked NICU in #Virginia, and the Division of Neonatology in @UVAPediatrics.","Charlottesville, VA",168,455,287,2017-07-21 02:46:22,2020-07-10 02:54:50,10,"Get tested for COVID-19 at these Community Resource Fairs the next three Thursdays (July 9, 16 &amp; 23) from 5-7 p.m. at Booker T. Washington Park in Charlottesville. No appointment required. For more information, call Jackie Martin at 434.409.4313. @MarthaJefferson #Charlottesville https://t.co/FsUNFkhaim",[]
chrisoldcorn,"An investigative journalist holding people, companies, and governments accountable. 🇨🇦 🇬🇧 🇺🇲 #sault #saultnews #onpoli #cdnpoli #uspoli @saultonline",,4914,3452,143427,2007-09-21 18:02:13,2020-07-10 02:27:25,0,"#FaithGoldy: The Attention-Seeking #FarRight Mouthpiece

#Racism #Politics #Government #WhiteSupremacy #Charlottesville #news #politics #government #TorontoMayor #toronto #topoli #dougford #onpoli #cdnpoli #fordnation #ontario #canada #conservatives
https://t.co/fCcHMMeeYr","[{'text': 'FaithGoldy', 'indices': [0, 11]}, {'text': 'FarRight', 'indices': [35, 44]}, {'text': 'Racism', 'indices': [57, 64]}, {'text': 'Politics', 'indices': [65, 74]}, {'text': 'Government', 'indices': [75, 86]}, {'text': 'WhiteSupremacy', 'indices': [87, 102]}, {'text': 'Charlottesville', 'indices': [103, 119]}, {'text': 'news', 'indices': [120, 125]}, {'text': 'politics', 'indices': [126, 135]}, {'text': 'government', 'indices': [136, 147]}, {'text': 'TorontoMayor', 'indices': [148, 161]}, {'text': 'toronto', 'indices': [162, 170]}, {'text': 'topoli', 'indices': [171, 178]}, {'text': 'dougford', 'indices': [179, 188]}, {'text': 'onpoli', 'indices': [189, 196]}, {'text': 'cdnpoli', 'indices': [197, 205]}, {'text': 'fordnation', 'indices': [206, 217]}, {'text': 'ontario', 'indices': [218, 226]}, {'text': 'canada', 'indices': [227, 234]}, {'text': 'conservatives', 'indices': [235, 249]}]"
GlowChicky,🚫Lockdowns. Independent. Grandma killer,"Texas, USA",3211,2723,22959,2011-01-24 02:40:30,2020-07-09 23:44:42,1,@qanonmedia @CassandraRules @Pipes2494 Wonder where he was during #Charlottesville  🤔,"[{'text': 'Charlottesville', 'indices': [66, 82]}]"
va_ctr_book,"A @VAHumanities program & @LibraryCongress affiliate, celebrating the power of literature, storytelling & book arts to promote intercultural understanding",Virginia,1412,1311,2165,2008-10-07 19:09:10,2020-07-09 22:49:37,0,🔥It's great to see this book continuing to reach new readers!🔥Learn more and download a printable pdf of it to share: https://t.co/tEckBMmr7o #UVA #Charlottesville #COVID19 #PictureBooks https://t.co/Sy5XQm8vnH,"[{'text': 'UVA', 'indices': [142, 146]}, {'text': 'Charlottesville', 'indices': [147, 163]}, {'text': 'COVID19', 'indices': [164, 172]}, {'text': 'PictureBooks', 'indices': [173, 186]}]"
WarriorsSupport,Military Warriors Support Foundation is a 501c3 that serves our nation's combat wounded heroes & Gold Star Spouses during their transition to civilian life 🇺🇸.,"San Antonio, TX",408,5196,5627,2010-06-18 21:39:16,2020-07-09 22:00:13,0,"100% Payment-Free Vehicles Available in these cities. If you are a combat-wounded veteran or an unmarried Gold Star Spouse, you may qualify. Visit the website for more information: https://t.co/LBHjyn1W4P #Flordia #DC #Philly #Texas #Charlotte #Houston #Charlottesville #Veteran https://t.co/K6kW5sjzhP","[{'text': 'Flordia', 'indices': [205, 213]}, {'text': 'DC', 'indices': [214, 217]}, {'text': 'Philly', 'indices': [218, 225]}, {'text': 'Texas', 'indices': [226, 232]}, {'text': 'Charlotte', 'indices': [233, 243]}, {'text': 'Houston', 'indices': [244, 252]}, {'text': 'Charlottesville', 'indices': [253, 269]}, {'text': 'Veteran', 'indices': [270, 278]}]"
tmj_VAC_sales,"Follow this account for geo-targeted Sales job tweets in Charlottesville, VA. Need help? Tweet us at @CareerArc!","Charlottesville, VA",251,323,635,2010-11-28 06:15:17,2020-07-09 21:18:23,0,"Have you ever had a role like ""Senior Sales Associate""? What did you like most about that job? #Sales #Charlottesville, VA","[{'text': 'Sales', 'indices': [95, 101]}, {'text': 'Charlottesville', 'indices': [102, 118]}]"
